bodyId,hemibrain_type,cell_type,neurotransmitter,outgoing_edges,outgoing_synapses,outgoing_mean_synapses,outgoing_median_synapses,outgoing_max_synapses,outgoing_synapse_sd,incoming_edges,incoming_synapses,incoming_mean_synapses,incoming_median_synapses,incoming_max_synapses,incoming_synapse_sd,total_edges,total_synapses,outgoing_incoming_edge_ratio,outgoing_incoming_synapse_ratio
636789080,VC5_adPN,VM6_adPN,acetylcholine,748,9500,12.70053475935829,4.0,151,18.104816039849975,601,5768,9.597337770382696,2.0,155,15.803193545421585,1349,15268,1.2445923460898503,1.647018030513176
1912789965,VL1_ilPN,VL1_ilPN,acetylcholine,371,3335,8.98921832884097,3.0,160,15.532177313243675,282,3359,11.911347517730496,5.0,77,12.870112649127105,653,6694,1.3156028368794326,0.9928550163739208
2166133204,VL1_ilPN,VL1_ilPN,acetylcholine,368,3123,8.486413043478262,3.0,134,13.622582235821133,285,2517,8.83157894736842,4.0,50,9.242415198168167,653,5640,1.2912280701754386,1.2407628128724673
757556799,VL1_vPN,VL1_vPN,gaba,353,1931,5.470254957507082,2.0,82,11.103584811827586,277,1504,5.4296028880866425,2.0,160,13.57105258703214,630,3435,1.2743682310469313,1.283909574468085
5813069089,VL2a_adPN,VL2a_adPN,acetylcholine,818,11590,14.168704156479217,5.0,250,22.137179933443143,416,6587,15.834134615384615,3.0,133,23.500707771369964,1234,18177,1.9663461538461537,1.7595263397601335
948834414,VL2a_vPN,VL2a_vPN,gaba,138,402,2.9130434782608696,1.0,23,3.531874176011389,163,760,4.662576687116564,3.0,45,5.486482669719477,301,1162,0.8466257668711656,0.5289473684210526
1889883818,VL2a_vPN,VL2a_vPN,gaba,156,396,2.5384615384615383,1.0,22,3.1364344156497928,181,793,4.3812154696132595,3.0,67,5.95664714257045,337,1189,0.861878453038674,0.49936948297604034
5813077810,VL2a_vPN,VL2a_vPN,gaba,142,368,2.591549295774648,2.0,14,2.6015678022045834,154,576,3.74025974025974,2.0,28,4.099745241256482,296,944,0.922077922077922,0.6388888888888888
1944507292,VL2p_adPN,VL2p_adPN,acetylcholine,863,13407,15.535341830822711,7.0,304,23.661933365075463,409,6856,16.762836185819072,2.0,179,27.82913531406413,1272,20263,2.1100244498777507,1.9555134189031504
824353701,VL2p_vPN,VL2p_vPN,gaba,174,448,2.574712643678161,2.0,20,2.8493267997452882,133,710,5.338345864661654,2.0,93,9.302889106506447,307,1158,1.3082706766917294,0.6309859154929578
1850711304,VM1_lPN,VM1_lPN,acetylcholine,478,4796,10.03347280334728,3.0,114,12.83139039732674,386,2028,5.253886010362694,2.0,42,7.51053272030798,864,6824,1.238341968911917,2.3648915187376724
697132371,VM2_adPN,VM2_adPN,acetylcholine,276,1784,6.463768115942029,3.0,45,7.096897575998686,96,170,1.7708333333333333,1.0,22,2.472923548594453,372,1954,2.875,10.494117647058824
727472481,VM2_adPN,VM2_adPN,acetylcholine,322,1577,4.89751552795031,2.0,43,5.870252907462969,124,240,1.935483870967742,1.0,27,2.689159011053383,446,1817,2.596774193548387,6.570833333333334
1851389175,VM3_adPN,VM3_adPN,acetylcholine,436,3236,7.422018348623853,3.0,47,8.745487982659114,298,1032,3.4630872483221475,2.0,41,4.8659104019186525,734,4268,1.4630872483221478,3.135658914728682
1977916288,VM3_adPN,VM3_adPN,acetylcholine,438,3056,6.9771689497716896,3.0,39,8.46905413892271,287,1041,3.6271777003484322,2.0,30,4.142187867353681,725,4097,1.5261324041811846,2.935638808837656
694834412,VM4_adPN,VM4_adPN,acetylcholine,560,4562,8.146428571428572,3.0,85,10.976800454771377,383,1804,4.710182767624021,2.0,52,5.486497057914872,943,6366,1.4621409921671018,2.5288248337028825
726207450,VM4_lvPN,VM4_lvPN,acetylcholine,257,1090,4.2412451361867705,2.0,36,5.83197101703873,272,1030,3.786764705882353,2.0,40,4.1314348681654955,529,2120,0.9448529411764706,1.058252427184466
1850024931,VM4_lvPN,VM4_lvPN,acetylcholine,220,865,3.9318181818181817,2.0,46,6.038679462196722,222,702,3.1621621621621623,2.0,21,2.9012106711164276,442,1567,0.990990990990991,1.2321937321937322
1006258344,VM5d_adPN,VM5d_adPN,acetylcholine,322,2195,6.816770186335404,3.0,54,8.361421095993729,310,1734,5.593548387096774,3.0,28,6.005064501396793,632,3929,1.038709677419355,1.2658592848904267
1547273567,VM5d_adPN,VM5d_adPN,acetylcholine,233,767,3.291845493562232,2.0,30,4.051476160546072,287,1471,5.125435540069686,3.0,25,5.077540123745256,520,2238,0.8118466898954704,0.521414004078858
1693577325,VM5d_adPN,VM5d_adPN,acetylcholine,257,943,3.669260700389105,2.0,31,4.284276831266399,316,1540,4.8734177215189876,3.0,23,4.643800000089131,573,2483,0.8132911392405063,0.6123376623376623
1856259388,VM5d_adPN,VM5d_adPN,acetylcholine,190,661,3.4789473684210526,1.5,31,4.873758579949151,270,1353,5.011111111111111,3.0,19,4.529525881237243,460,2014,0.7037037037037037,0.4885439763488544
1888572074,VM5d_adPN,VM5d_adPN,acetylcholine,334,1712,5.125748502994012,2.0,30,5.516211043179515,259,1591,6.142857142857143,4.0,28,5.865982039988383,593,3303,1.2895752895752897,1.0760527969830296
1914140664,VM5d_adPN,VM5d_adPN,acetylcholine,332,2171,6.539156626506024,2.0,41,7.758922544070176,291,1765,6.065292096219931,3.0,31,6.086094792901168,623,3936,1.140893470790378,1.230028328611898
1914823414,VM5d_adPN,VM5d_adPN,acetylcholine,336,2264,6.738095238095238,2.0,55,8.980401942431032,304,1974,6.493421052631579,3.0,29,6.722207627445467,640,4238,1.105263157894737,1.1469098277608916
5813024712,VM5d_adPN,VM5d_adPN,acetylcholine,291,1764,6.061855670103093,2.0,40,6.84782537793446,256,1299,5.07421875,3.0,24,5.106547063982341,547,3063,1.13671875,1.3579676674364896
1887971628,VM5v_adPN,VM5v_adPN,acetylcholine,151,511,3.384105960264901,2.0,13,2.8655678370433963,252,942,3.738095238095238,2.0,27,4.697508997302527,403,1453,0.5992063492063492,0.5424628450106157
2010992546,VM5v_adPN,VM5v_adPN,acetylcholine,355,2445,6.887323943661972,3.0,70,8.525053300651258,254,2070,8.149606299212598,2.0,58,11.926705504547897,609,4515,1.3976377952755905,1.181159420289855
5813034571,VM5v_adPN,VM5v_adPN,acetylcholine,375,3029,8.077333333333334,3.0,72,10.521528392529051,240,2082,8.675,2.5,51,11.267877473664079,615,5111,1.5625,1.4548511047070125
913650065,VM7d_adPN,VM7d_adPN,acetylcholine,174,622,3.574712643678161,2.0,38,4.498251899145147,223,991,4.443946188340807,2.0,30,5.068472292957579,397,1613,0.7802690582959642,0.627648839556004
913650068,VM7d_adPN,VM7d_adPN,acetylcholine,238,935,3.9285714285714284,2.0,29,4.357342953339786,279,1423,5.100358422939068,2.0,55,6.971470630273696,517,2358,0.8530465949820788,0.657062543921293
1851393805,VM7d_adPN,VM7d_adPN,acetylcholine,509,3243,6.3713163064833,2.0,88,9.765843297492053,289,2116,7.321799307958478,3.0,54,9.94098430606707,798,5359,1.7612456747404843,1.5326086956521738
5813050727,VM7d_adPN,VM7d_adPN,acetylcholine,539,4149,7.6975881261595545,2.0,143,12.90944345165706,327,2232,6.825688073394495,3.0,51,9.39244315423153,866,6381,1.6483180428134556,1.8588709677419355
5813057542,VM7d_adPN,VM7d_adPN,acetylcholine,278,1029,3.7014388489208634,2.0,55,5.191710771809645,340,1499,4.408823529411765,2.0,31,5.834535955950021,618,2528,0.8176470588235294,0.686457638425617
693479072,VM7v_adPN,VM7v_adPN,acetylcholine,456,2588,5.675438596491228,2.0,48,7.567420759417804,254,1842,7.251968503937008,2.0,61,10.616914317609545,710,4430,1.795275590551181,1.4049945711183496
820545761,VM7v_adPN,VM7v_adPN,acetylcholine,177,588,3.3220338983050848,2.0,25,3.2461901338658543,206,810,3.9320388349514563,2.0,28,5.08227361435484,383,1398,0.8592233009708737,0.725925925925926
913650164,VM7v_adPN,VM7v_adPN,acetylcholine,175,602,3.44,2.0,20,3.6365956038865375,219,884,4.036529680365297,2.0,27,4.897906200545737,394,1486,0.7990867579908676,0.6809954751131222
1889253763,VM7v_adPN,VM7v_adPN,acetylcholine,427,2456,5.751756440281031,3.0,53,7.3831565355749,246,1546,6.284552845528455,2.0,48,9.101711276819527,673,4002,1.7357723577235773,1.5886157826649419
698508565,V_ilPN,V_ilPN,acetylcholine,623,5462,8.76725521669342,4.0,147,13.904893538571388,243,3829,15.757201646090534,3.0,67,19.9688471111072,866,9291,2.5637860082304527,1.4264821102115435
2064165421,V_ilPN,V_ilPN,acetylcholine,562,5307,9.44306049822064,4.0,163,15.859941687517306,258,3781,14.655038759689923,3.0,71,18.951124772797357,820,9088,2.1782945736434107,1.403596932028564
666818300,V_l2PN,V_l2PN,acetylcholine,401,1851,4.615960099750623,2.0,93,7.955321780946638,331,2524,7.625377643504532,2.0,160,15.19644563982729,732,4375,1.2114803625377644,0.7333597464342314
